evidence_block,scene_id,scene_name,scene_group,terrain_class,method,seed,n_segments,path_length_km,path_without_transition_km,boundary_transition_km,heading_turn_transition_km_at_base_radius,base_min_turn_radius_m,coverage_pct,excess_overlap_pct,line_count,feasible,radius_m,line_change_count,line_change_turn_arc_km,heading_turn_arc_km,total_turn_arc_km,vehicle_length_km,turn_arc_fraction_pct,mission_time_h,vehicle_length_gain_vs_fixed_pct,mission_time_gain_vs_fixed_pct
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,6,1,201.44145911860127,201.44145911860127,0.0,0.0,0.0,99.33333333333331,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.29544075257576,3.7525813298815613,40.21285599750931,3.563131008348614,3.5733965741859026
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,7,1,201.4336929820792,201.4336929820792,0.0,0.0,0.0,98.66666666666669,0.0,26,1,25.0,25,1.9634954084936207,0.0,1.9634954084936207,203.39718839057284,0.9653503197513352,38.029756259086376,3.55859234772148,3.5613499256106693
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,7,1,201.4336929820792,201.4336929820792,0.0,0.0,0.0,98.66666666666669,0.0,26,1,50.0,25,3.9269908169872414,0.0,3.9269908169872414,205.36068379906644,1.9122408166645835,38.75697678075068,3.5613499256106804,3.5667094039775686
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,7,1,201.4336929820792,201.4336929820792,0.0,0.0,0.0,98.66666666666669,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.2876746160537,3.752720578688121,40.21141782407929,3.5667094039775713,3.57684517726454
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,8,1,201.44145911860127,201.44145911860127,0.0,0.0,0.0,99.33333333333331,0.0,26,1,25.0,25,1.9634954084936207,0.0,1.9634954084936207,203.4049545270949,0.9653134620337234,38.031194432516386,3.554910010005142,3.5577028997602236
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,8,1,201.44145911860127,201.44145911860127,0.0,0.0,0.0,99.33333333333331,0.0,26,1,50.0,25,3.9269908169872414,0.0,3.9269908169872414,205.3684499355885,1.9121685040807863,38.7584149541807,3.55770289976023,3.563131008348598
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,8,1,201.44145911860127,201.44145911860127,0.0,0.0,0.0,99.33333333333331,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.29544075257576,3.7525813298815613,40.21285599750931,3.563131008348614,3.5733965741859026
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,9,1,201.42134793815495,201.42134793815495,0.0,0.0,0.0,98.66666666666669,0.0,26,1,25.0,25,1.9634954084936207,0.0,1.9634954084936207,203.38484334664858,0.965408914540915,38.027470139841135,3.564445788582709,3.567147234760329
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,9,1,201.42134793815495,201.42134793815495,0.0,0.0,0.0,98.66666666666669,0.0,26,1,50.0,25,3.9269908169872414,0.0,3.9269908169872414,205.34833875514218,1.912355775943137,38.75469066150545,3.5671472347603186,3.572397618586255
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,9,1,201.42134793815495,201.42134793815495,0.0,0.0,0.0,98.66666666666669,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.27532957212944,3.752941949742579,40.20913170483406,3.5723976185862547,3.5823270737470465
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,10,1,201.42383875683095,201.42383875683095,0.0,0.0,0.0,98.66666666666669,0.0,26,1,25.0,25,1.9634954084936207,0.0,1.9634954084936207,203.38733416532457,0.965397091491244,38.02793140255892,3.5632647591829407,3.5659775308703074
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,10,1,201.42383875683095,201.42383875683095,0.0,0.0,0.0,98.66666666666669,0.0,26,1,50.0,25,3.9269908169872414,0.0,3.9269908169872414,205.35082957381817,1.9123325798767188,38.75515192422323,3.565977530870317,3.5712499263409025
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,10,1,201.42383875683095,201.42383875683095,0.0,0.0,0.0,98.66666666666669,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.27782039080543,3.752897282334055,40.20959296755184,3.5712499263409048,3.5812210096275097
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,11,1,201.43504787578675,201.43504787578675,0.0,0.0,0.0,98.66666666666669,0.0,26,1,25.0,25,1.9634954084936207,0.0,1.9634954084936207,203.39854328428038,0.9653438892870227,38.03000716532851,3.5579499206682423,3.5607136591270754
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,11,1,201.43504787578675,201.43504787578675,0.0,0.0,0.0,98.66666666666669,0.0,26,1,50.0,25,3.9269908169872414,0.0,3.9269908169872414,205.36203869277398,1.9122282004913789,38.75722768699282,3.5607136591270843,3.5660851108419815
main_benchmark,synthetic_flat,Flat Seafloor,synthetic,flat,Full Geometry-Aware Hybrid GA,11,1,201.43504787578675,201.43504787578675,0.0,0.0,0.0,98.66666666666669,0.0,26,1,100.0,25,7.853981633974483,0.0,7.853981633974483,209.28902950976124,3.752696284354538,40.21166873032143,3.566085110841982,3.576243527963404
