scene_id,scene_name,target_overlap,quantile,used_ga_cleanup,orientation_deg,line_count,path_length_km,coverage_pct,excess_overlap_pct,cross_feasible_rate,cross_coverage_p05,cross_overlap_p95,adverse_feasible_rate,adverse_coverage_p05,adverse_overlap_p95,selection_score
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.05,0.18,0,0.0,65,5978.135581442896,99.33333333333333,0.0,1.0,98.03611111111111,0.0,0.5625,93.08638888888889,0.2877684020564739,193.62888888888884
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.05,0.22,0,0.0,65,5978.135581442896,99.33333333333333,0.0,1.0,98.03611111111111,0.0,0.5625,93.08638888888889,0.2877684020564739,193.62888888888884
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.05,0.26,0,0.0,65,5978.135581442896,99.33333333333333,0.0,1.0,98.03611111111111,0.0,0.5625,93.08638888888889,0.2877684020564739,193.62888888888884
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.05,0.3,0,0.0,65,5978.135581442896,99.33333333333333,0.0,1.0,98.03611111111111,0.0,0.5625,93.08638888888889,0.2877684020564739,193.62888888888884
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.05,0.34,0,0.0,65,5978.135581442896,99.33333333333333,0.0,1.0,98.03611111111111,0.0,0.5625,93.08638888888889,0.2877684020564739,193.62888888888884
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.1,0.18,0,75.0,72,6318.997663461488,100.0,0.0,1.0,99.91083333333333,0.031837058197255776,1.0,97.38833333333334,0.6165233557934504,0.0
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.1,0.22,0,75.0,72,6318.997663461488,100.0,0.0,1.0,99.91083333333333,0.031837058197255776,1.0,97.38833333333334,0.6165233557934504,0.0
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.1,0.26,0,75.0,72,6318.997663461488,100.0,0.0,1.0,99.91083333333333,0.031837058197255776,1.0,97.38833333333334,0.6165233557934504,0.0
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.1,0.3,0,75.0,72,6318.997663461488,100.0,0.0,1.0,99.91083333333333,0.031837058197255776,1.0,97.38833333333334,0.6165233557934504,0.0
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.1,0.34,0,75.0,72,6318.997663461488,100.0,0.0,1.0,99.91083333333333,0.031837058197255776,1.0,97.38833333333334,0.6165233557934504,0.0
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.15,0.18,1,90.0,59,6656.620000000051,100.0,0.0,1.0,98.51472222222222,0.16241505047405894,0.8875,96.69472222222223,1.5786871304867773,31.562222222222157
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.15,0.22,1,90.0,59,6656.620000000051,100.0,0.0,1.0,98.51472222222222,0.16241505047405894,0.8875,96.69472222222223,1.5786871304867773,31.562222222222157
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.15,0.26,1,90.0,59,6656.620000000051,100.0,0.0,1.0,98.51472222222222,0.16241505047405894,0.8875,96.69472222222223,1.5786871304867773,31.562222222222157
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.15,0.3,1,90.0,59,6656.620000000051,100.0,0.0,1.0,98.51472222222222,0.16241505047405894,0.8875,96.69472222222223,1.5786871304867773,31.562222222222157
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.15,0.34,1,90.0,59,6656.620000000051,100.0,0.0,1.0,98.51472222222222,0.16241505047405894,0.8875,96.69472222222223,1.5786871304867773,31.562222222222157
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.2,0.18,1,0.0,77,7061.587073401589,99.33333333333333,0.0,1.0,98.73,1.8201967494364735,0.8125,98.02777777777779,4.227681147839654,216.59499487285228
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.2,0.22,1,0.0,77,7061.587073401589,99.33333333333333,0.0,1.0,98.73,1.8201967494364735,0.8125,98.02777777777779,4.227681147839654,216.59499487285228
gebco_monterey_canyon_complex,GEBCO Monterey Canyon,0.2,0.26,1,0.0,77,7061.587073401589,99.33333333333333,0.0,1.0,98.73,1.8201967494364735,0.8125,98.02777777777779,4.227681147839654,216.59499487285228
