coverage_penalty_weight,overlap_penalty_weight,scene_id,scene_name,method,n_runs,orientation_deg_mean,orientation_deg_std,orientation_deg_min,orientation_deg_max,line_count_mean,line_count_std,line_count_min,line_count_max,path_length_km_mean,path_length_km_std,path_length_km_min,path_length_km_max,path_gain_vs_fixed_pct_mean,path_gain_vs_fixed_pct_std,path_gain_vs_fixed_pct_min,path_gain_vs_fixed_pct_max,coverage_pct_mean,coverage_pct_std,coverage_pct_min,coverage_pct_max,excess_overlap_pct_mean,excess_overlap_pct_std,excess_overlap_pct_min,excess_overlap_pct_max,planning_time_s_mean,planning_time_s_std,planning_time_s_min,planning_time_s_max,feasible_mean,feasible_std,feasible_min,feasible_max
160.0,1.5,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Adaptive Spacing w/o GA,1,90.0,0.0,90.0,90.0,59.0,0.0,59.0,59.0,6656.620000000051,0.0,6656.620000000051,6656.620000000051,0.6551222668214232,0.0,0.6551222668214232,0.6551222668214232,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.6112244589894544,0.0,0.6112244589894544,0.6112244589894544,1.0,0.0,1.0,1.0
160.0,1.5,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Fixed-Spacing,1,0.0,0.0,0.0,0.0,73.0,0.0,73.0,73.0,6700.516576082025,0.0,6700.516576082025,6700.516576082025,0.0,0.0,0.0,0.0,99.33333333333333,0.0,99.33333333333333,99.33333333333333,0.8148148148148147,0.0,0.8148148148148147,0.8148148148148147,0.06011900000157766,0.0,0.06011900000157766,0.06011900000157766,1.0,0.0,1.0,1.0
160.0,1.5,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,5,90.0,0.0,90.0,90.0,59.0,0.0,59.0,59.0,6656.466251368433,0.03919294084759912,6656.399248285274,6656.495436259345,0.6574168456030876,0.0005849241681977321,0.6569812837985644,0.6584168145218969,99.16666666666667,0.0,99.16666666666667,99.16666666666667,0.19167200381019459,0.10156317322000964,0.04933670074740942,0.33204071100950805,0.37412945019896143,0.06257062266022488,0.31974083301611245,0.474038666987326,1.0,0.0,1.0,1.0
160.0,3.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,1,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,15038.223860078393,0.0,15038.223860078393,15038.223860078393,0.8471518196551509,0.0,0.8471518196551509,0.8471518196551509,99.33333333333333,0.0,99.33333333333333,99.33333333333333,0.0,0.0,0.0,0.0,1.2393527080130298,0.0,1.2393527080130298,1.2393527080130298,1.0,0.0,1.0,1.0
160.0,3.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,1,0.0,0.0,0.0,0.0,117.0,0.0,117.0,117.0,15166.70891059631,0.0,15166.70891059631,15166.70891059631,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.7985185185185184,0.0,0.7985185185185184,0.7985185185185184,0.11602929199580103,0.0,0.11602929199580103,0.11602929199580103,1.0,0.0,1.0,1.0
160.0,3.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,5,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,15038.172226146393,0.035128903659210835,15038.132129077272,15038.223860078393,0.8474922622145928,0.0002316184998754884,0.8471518196551509,0.8477566377581529,98.93333333333334,0.36514837167010555,98.66666666666667,99.33333333333333,0.05407407403578891,0.051907610613708605,0.0,0.12063838321477975,0.9204681668023114,0.28660363292569047,0.7028090420062654,1.4226702500018291,1.0,0.0,1.0,1.0
160.0,3.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Adaptive Spacing w/o GA,1,90.0,0.0,90.0,90.0,59.0,0.0,59.0,59.0,6656.620000000051,0.0,6656.620000000051,6656.620000000051,0.6551222668214232,0.0,0.6551222668214232,0.6551222668214232,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.5864487079961691,0.0,0.5864487079961691,0.5864487079961691,1.0,0.0,1.0,1.0
160.0,3.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Fixed-Spacing,1,0.0,0.0,0.0,0.0,73.0,0.0,73.0,73.0,6700.516576082025,0.0,6700.516576082025,6700.516576082025,0.0,0.0,0.0,0.0,99.33333333333333,0.0,99.33333333333333,99.33333333333333,0.8148148148148147,0.0,0.8148148148148147,0.8148148148148147,0.036250083008781075,0.0,0.036250083008781075,0.036250083008781075,1.0,0.0,1.0,1.0
160.0,3.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,5,90.0,0.0,90.0,90.0,59.0,0.0,59.0,59.0,6656.605494749785,0.032434725626505,6656.547473748718,6656.620000000051,0.6553387464032849,0.0004840630607837037,0.6551222668214232,0.6562046647307321,99.83333333333334,0.37267799624996284,99.16666666666667,100.0,0.0015369488665715378,0.0034367221435952127,0.0,0.007684744332857689,0.34801150840939954,0.0579576389594435,0.3096535830118228,0.4490522500127554,1.0,0.0,1.0,1.0
160.0,6.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Adaptive Spacing w/o GA,1,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,15038.223860078393,0.0,15038.223860078393,15038.223860078393,0.8471518196551509,0.0,0.8471518196551509,0.8471518196551509,99.33333333333333,0.0,99.33333333333333,99.33333333333333,0.0,0.0,0.0,0.0,0.8394016250094865,0.0,0.8394016250094865,0.8394016250094865,1.0,0.0,1.0,1.0
160.0,6.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Fixed-Spacing,1,0.0,0.0,0.0,0.0,117.0,0.0,117.0,117.0,15166.70891059631,0.0,15166.70891059631,15166.70891059631,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.7985185185185184,0.0,0.7985185185185184,0.7985185185185184,0.06541437501437031,0.0,0.06541437501437031,0.06541437501437031,1.0,0.0,1.0,1.0
160.0,6.0,gebco_cascadia_margin_moderate,GEBCO Cascadia Margin,Full Geometry-Aware Hybrid GA,5,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,15038.190572346619,0.03283112912029845,15038.151353299834,15038.223860078393,0.8473712985939924,0.00021646838027829945,0.8471518196551509,0.847629884995405,99.06666666666666,0.36514837167010555,98.66666666666667,99.33333333333333,0.03484345983319574,0.05020428527943459,0.0,0.12063838321477975,0.8628877500072122,0.0998893049801063,0.7111214580072556,0.9846200830070302,1.0,0.0,1.0,1.0
