beam_angle_deg,scene_id,scene_name,method,seed,orientation_deg,line_count,path_length_km,path_gain_vs_fixed_pct,coverage_pct,excess_overlap_pct,planning_time_s,feasible,resolution_stride,grid_ny,grid_nx,effective_resolution_m
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,7,90.0,59,6656.515487634445,0.6566820326157211,97.5609756097561,0.5662865101701379,0.2799502779962495,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,8,90.0,59,6656.461482762973,0.6574880133316672,97.5609756097561,0.09597192857277488,0.28166231099748984,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,9,90.0,59,6656.46921772199,0.6573725750825475,97.5609756097561,0.43965702214628344,0.2841959060024237,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,10,90.0,59,6656.548935168317,0.656182854179365,100.0,0.20144754201805942,0.2789943170064362,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,11,90.0,59,6656.480322024555,0.6572068520007761,97.5609756097561,0.7724786958548875,0.28020156000275165,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,12,90.0,59,6656.438509799176,0.6578308669540095,97.5609756097561,0.3565983076356272,0.28121070499764755,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,13,90.0,59,6656.4732799519525,0.6573119494588967,97.5609756097561,0.32923012646636207,0.2828097180026816,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,14,90.0,59,6656.526356997585,0.6565198158221855,97.5609756097561,0.752133379219489,0.2802255080023315,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,15,90.0,59,6656.491457234575,0.6570406676492591,97.5609756097561,0.37981522522189826,0.27940027001022827,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,16,90.0,59,6656.289146351299,0.6600600002780079,97.5609756097561,0.8849730665002541,0.2822901180043118,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,17,90.0,59,6656.5367645788,0.6563644907648275,97.5609756097561,0.26951376770361585,0.2798823560005985,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,18,90.0,59,6656.387154848314,0.6585972996652671,97.5609756097561,0.45551192285898345,0.2798704029992223,1,3,51,41,2276.15859655221
120.0,gebco_monterey_canyon_complex,GEBCO Monterey Canyon,Full Geometry-Aware Hybrid GA,19,90.0,59,6656.4275700013595,0.657994134930329,97.5609756097561,0.4355313539862138,0.27837023200117983,1,3,51,41,2276.15859655221
