scene_id,scene_label,terrain_class,method,method_label,method_family,radius_m,line_count,line_change_count,geometric_length_km,turn_arc_km,effective_length_km,turn_arc_share_pct,mission_time_h,path_gain_vs_fixed_pct,coverage_pct,excess_overlap_pct,feasible_C97_O3,effective_length_gain_vs_fixed_pct,mission_time_gain_vs_fixed_pct
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Fixed-Spacing,Fixed,paper_reference,100.0,146,145,32015.95814679676,45.553093477051995,32061.51124027381,0.14208030661957957,5945.752654398308,0.0,99.33333333333333,0.6814814814814812,1,0.0,0.0
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Fixed-Spacing,Fixed,paper_reference,200.0,146,145,32015.95814679676,91.10618695410399,32107.064333750863,0.2837574497844495,5962.62417050092,0.0,99.33333333333333,0.6814814814814812,1,0.0,0.0
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Min-Span Boustrophedon,Min-span,external_heuristic,25.0,143,142,32053.49478182701,11.152653920243765,32064.64743574725,0.03478177623063535,5939.962979568055,-0.11724351605577599,98.33888888888889,1.1066834935185186,1,-0.11646614456245832,-0.11568932570764957
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Min-Span Boustrophedon,Min-span,external_heuristic,50.0,143,142,32053.49478182701,22.30530784048753,32075.800089667497,0.06953936543479297,5944.0935921311075,-0.11724351605577599,98.33888888888889,1.1066834935185186,1,-0.11568932570764785,-0.1141373435579176
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Min-Span Boustrophedon,Min-span,external_heuristic,100.0,143,142,32053.49478182701,44.61061568097506,32098.105397507985,0.13898208361057507,5952.354817257215,-0.11724351605577599,98.33888888888889,1.1066834935185186,1,-0.1141373435579318,-0.11103998505593807
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Min-Span Boustrophedon,Min-span,external_heuristic,200.0,143,142,32053.49478182701,89.22123136195012,32142.716013188958,0.2775783830008031,5968.877267509428,-0.11724351605577599,98.33888888888889,1.1066834935185186,1,-0.1110399850559307,-0.10487156040194966
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Contour-Parallel Fixed-Width,Contour,external_heuristic,25.0,186,185,31974.88194133568,14.529866022852792,31989.411807358534,0.045420860221976576,5926.655865440998,0.12829916028981433,99.99444444444444,0.01969394101851852,1,0.11844444528692258,0.10859673606558602
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Contour-Parallel Fixed-Width,Contour,external_heuristic,50.0,186,185,31974.88194133568,29.059732045705584,32003.941673381385,0.09080047808572096,5932.037297301313,0.12829916028981433,99.99444444444444,0.01969394101851852,1,0.10859673606560645,0.08892230510615347
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Contour-Parallel Fixed-Width,Contour,external_heuristic,100.0,186,185,31974.88194133568,58.11946409141117,32033.00140542709,0.1814362112242297,5942.800161021944,0.12829916028981433,99.99444444444444,0.01969394101851852,1,0.0889223051061478,0.049657184682567655
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Contour-Parallel Fixed-Width,Contour,external_heuristic,200.0,186,185,31974.88194133568,116.23892818282233,32091.1208695185,0.362215232853493,5964.325888463208,0.12829916028981433,99.99444444444444,0.01969394101851852,1,0.04965718468256709,-0.02853974883587366
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Geometry-Shortest Fixed-Width,Geom-short,external_heuristic,25.0,155,154,31935.510702280895,12.095131716320704,31947.605833997215,0.037859274272908444,5918.463141798802,0.25127295627699936,99.99444444444444,0.06046681481481475,1,0.248976562474739,0.24668180119391012
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Geometry-Shortest Fixed-Width,Geom-short,external_heuristic,50.0,155,154,31935.510702280895,24.19026343264141,31959.700965713535,0.07568989290166638,5922.942820212254,0.25127295627699936,99.99444444444444,0.06046681481481475,1,0.24668180119390218,0.24209716923802674
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Geometry-Shortest Fixed-Width,Geom-short,external_heuristic,100.0,155,154,31935.510702280895,48.38052686528282,31983.89122914618,0.15126529326486318,5931.902177039159,0.25127295627699936,99.99444444444444,0.06046681481481475,1,0.2420971692380131,0.23294741917833992
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Geometry-Shortest Fixed-Width,Geom-short,external_heuristic,200.0,155,154,31935.510702280895,96.76105373056564,32032.27175601146,0.30207365393123137,5949.820890692967,0.25127295627699936,99.99444444444444,0.06046681481481475,1,0.23294741917833767,0.21472558795999716
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Adaptive Spacing w/o GA,Adaptive,paper_reference,25.0,145,144,31797.663364969383,11.309733552923255,31808.973098522307,0.035555167146998065,5892.64496890282,0.681831169401425,99.33333333333333,0.0,1,0.6818339514578555,0.681836731536501
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Adaptive Spacing w/o GA,Adaptive,paper_reference,50.0,145,144,31797.663364969383,22.61946710584651,31820.28283207523,0.0710850598821385,5896.833759107606,0.681831169401425,99.33333333333333,0.0,1,0.6818367315365038,0.6818422857689007
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Adaptive Spacing w/o GA,Adaptive,paper_reference,100.0,145,144,31797.663364969383,45.23893421169302,31842.902299181074,0.14206912983825742,5905.211339517179,0.681831169401425,99.33333333333333,0.0,1,0.6818422857688956,0.681853370592847
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Adaptive Spacing w/o GA,Adaptive,paper_reference,200.0,145,144,31797.663364969383,90.47786842338604,31888.14123339277,0.28373515960421997,5921.966500336325,0.681831169401425,99.33333333333333,0.0,1,0.6818533705928452,0.6818754461457
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Hybrid GA Seed-0,Hybrid s0,paper_reference,25.0,145,144,31797.663364969383,11.309733552923255,31808.973098522307,0.035555167146998065,5892.64496890282,0.681831169401425,99.33333333333333,0.0,1,0.6818339514578555,0.681836731536501
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Hybrid GA Seed-0,Hybrid s0,paper_reference,50.0,145,144,31797.663364969383,22.61946710584651,31820.28283207523,0.0710850598821385,5896.833759107606,0.681831169401425,99.33333333333333,0.0,1,0.6818367315365038,0.6818422857689007
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Hybrid GA Seed-0,Hybrid s0,paper_reference,100.0,145,144,31797.663364969383,45.23893421169302,31842.902299181074,0.14206912983825742,5905.211339517179,0.681831169401425,99.33333333333333,0.0,1,0.6818422857688956,0.681853370592847
gebco_mariana_trench_complex,GEBCO Mariana,complex_relief,Hybrid GA Seed-0,Hybrid s0,paper_reference,200.0,145,144,31797.663364969383,90.47786842338604,31888.14123339277,0.28373515960421997,5921.966500336325,0.681831169401425,99.33333333333333,0.0,1,0.6818533705928452,0.6818754461457
gebco_puerto_rico_trench_complex,GEBCO Puerto Rico,complex_relief,Fixed-Spacing,Fixed,paper_reference,25.0,146,145,30861.81643020727,11.388273369262999,30873.20470357653,0.0368872408245449,5719.369069804776,0.0,99.42222222222222,0.43856848827903316,1,0.0,0.0
